Unnamed: 0,Date & Time,Headlines,Author,Vertical,Description
397,"Last Updated: Nov 29, 2016, 06:01 PM IST",Speaker defends passage of bill to amend IT Act,PTI,Politics,"Asked if the continuing impasse in the Lok Sabha will break in the coming days, Sumitra Mahajan said everybody is trying for it."
398,"Last Updated: Nov 29, 2016, 06:04 PM IST",Doping-Norwegians want 14-month ban for 2010 Olympic champ Johaug,,Sports,DOPING-NORWAY/JOHAUG:Doping-Norwegians want 14-month ban for 2010 Olympic champ Johaug
399,"Last Updated: Nov 30, 2016, 10:28 AM IST","Son has no legal right in parents' house, can stay at their mercy: Delhi HC",PTI,Politics,"The court also said that only because parents have allowed the son to live in their house as long as their relations are cordial does not mean they have to bear his ""burden""."
400,"Last Updated: Nov 30, 2016, 10:28 AM IST","Son has no legal right in parents' house, can stay at their mercy: Delhi HC",PTI,Personal Finance News,"The court also said that only because parents have allowed the son to live in their house as long as their relations are cordial does not mean they have to bear his ""burden""."
401,"Last Updated: Nov 29, 2016, 06:19 PM IST","PREVIEW-Golf-Australia, South Africa launch new European season",,Sports,"GOLF-EUROPEAN/ (PREVIEW):PREVIEW-Golf-Australia, South Africa launch new European season"
402,"Last Updated: Nov 29, 2016, 06:19 PM IST",UPDATE 1-Cricket-Brave Hameed earns plaudits before heading home,,Sports,"CRICKET-ENGLAND/HAMEED (UPDATE 1, PIX):UPDATE 1-Cricket-Brave Hameed earns plaudits before heading home"
403,"Last Updated: Nov 29, 2016, 06:24 PM IST","Golf - Australia, South Africa launch new European season",,Sports,"GOLF-EUROPEAN:Golf - Australia, South Africa launch new European season"
404,"Last Updated: Nov 29, 2016, 06:24 PM IST",Soccer-Barca captain Iniesta fit for Clasico,,Sports,SOCCER-SPAIN-FCB/ENRIQUE:Soccer-Barca captain Iniesta fit for Clasico
405,"Last Updated: Nov 29, 2016, 06:24 PM IST",Brave Hameed earns plaudits before heading home,,Sports,CRICKET-ENGLAND-HAMEED:Brave Hameed earns plaudits before heading home
406,"Last Updated: Nov 29, 2016, 06:29 PM IST",Tennis-Keothavong named Britain's Fed Cup captain,,Sports,TENNIS-BRITAIN/FEDCUP:Tennis-Keothavong named Britain's Fed Cup captain
407,"Last Updated: Nov 29, 2016, 06:29 PM IST",Barcelona captain Iniesta fit for Clasico,,Sports,SOCCER-SPAIN-FCB-ENRIQUE:Barcelona captain Iniesta fit for Clasico
408,"Last Updated: Nov 29, 2016, 06:34 PM IST",Anne Keothavong named Britain's Fed Cup captain,,Sports,TENNIS-BRITAIN-FEDCUP:Anne Keothavong named Britain's Fed Cup captain
409,"Last Updated: Nov 29, 2016, 06:46 PM IST","Sheela Foam receives poor response, subscribed 0.9% on Day 1",ETMarkets.com,IPOs/FPOs,"The offer received bids for 76,780 shares as against 52,50,001 shares on offer, which are available in the price band of Rs 680-730 apiece."
410,"Last Updated: Nov 29, 2016, 07:43 PM IST",A woman's career doesn't stop after marriage or children: Vidya Balan,PTI,Panache,"Vidya Balan will be seen next in 'Kahaani 2: Durga Rani Singh', directed by Sujoy Ghosh."
411,"Last Updated: Jul 12, 2018, 09:22 PM IST",Latin America and Caribbean region critical for our ambition to get NSG entry: India,PTI,Defence,"He said India and LAC, home to around 1.8 billion people, are continuously looking to ramp up this multi-faceted engagement and open new doors for mutually invigorating partnership."
412,"Last Updated: Nov 29, 2016, 06:47 PM IST",Here's why newlywed Indian couples are choosing Seychelles and Mexican city Cancun for honeymoon,PTI,Panache,Both the spots are home to numerous wonderful beaches.
413,"Last Updated: Nov 29, 2016, 06:52 PM IST",RBI should cut repo by 0.25% for deposit-interest balance: Yes Bank,PTI,Economy,It expects overnight money market rates to further deviate from the policy repo rate -- at which RBI lends to banks -- fanning unwarranted exuberance and volatility.
414,"Last Updated: Nov 29, 2016, 10:45 PM IST",Kiran Rao’s jewellery worth Rs 80 lakh stolen from her Mumbai residence,PTI,Panache,A diamond ring and necklace was among the things that were stolen from Aamir Khan's wife residence in Bandra.
415,"Last Updated: Nov 29, 2016, 06:52 PM IST","Bonds drop, call rates turn lower as liquidity improves",PTI,Bonds,"The 7.59 per cent government security maturing in 2026 dipped to Rs 107.93 from Rs 107.9625 previously, while its yield inched up to 6.43 per cent from 6.42 per cent."
416,"Last Updated: Nov 29, 2016, 06:56 PM IST",Nabha jailbreak case: Punjab police coordinating with other states,PTI,Politics,"Investigations by the Punjab police revealed that gangster Gurpeet Sekhon, who also escaped on Sunday, was the alleged mastermind behind the daring act."
417,"Last Updated: Nov 29, 2016, 06:56 PM IST",Demonetisation: Supreme Court to hear fresh pleas with others on December 2,PTI,Politics,"A bench headed by Chief Justice TS Thakur fixed the two pleas, which were mentioned for urgent listing today, for hearing on December 2 when it will also hear a batch of petitions along with the Centre's transfer plea on the issue."
418,"Last Updated: Nov 29, 2016, 06:55 PM IST","Rupee recovers from 2016-low as RBI intervenes, jumps 11 paise",PTI,Forex,"An extremely bullish dollar overseas against the backdrop of an imminent Fed rate hike in the near term, however, kept sentiment shaky."
419,"Last Updated: Nov 29, 2016, 07:03 PM IST",Inflation is expected to moderate further: Dun & Bradstreet,PTI,Economy,"D&B expects the CPI inflation to be in the range of 3.9-4.1% and WPI inflation to be in the range of 3- 3.2% during November this year, respectively."
420,"Last Updated: Nov 29, 2016, 06:59 PM IST",Centre reaches out to states on demonetisation,PTI,Economy,"The sources said names of chief ministers of Puducherry and Himachal Pradesh, V Narayanasamy and Harish Rawat, respectively, have been mooted from among the Congress fold."
421,"Last Updated: Nov 29, 2016, 07:01 PM IST",Mamata Banerjee dares Narendra Modi to declare his bank account details,PTI,Politics,"""Modiji has surpassed (Muhammad bin) Tuglaq and Hitler...he has flouted the constitutional rights of common people,"" the Trinamool Congress chief said at a rally."
422,"Last Updated: Nov 29, 2016, 07:09 PM IST","Shut Okhla plant as it violates Delhi Master Plan, NGT told",PTI,Politics,"The tribunal earlier rapped the South Delhi Municipal Corporation over ""inaccurate"" data on various kinds of waste generated in the national capital daily."
423,"Last Updated: Nov 29, 2016, 07:06 PM IST",BJP protests against Farooq Abdullah's PoK remark,PTI,Politics,"Led by President, BJP Jammu and Kashmir Displaced District, the protestors took out a rally from Prem Nath Dogra Bhawn in Kachi Chawni here and were demanding an apology from the former chief minister of the state for his remarks."
424,"Last Updated: Nov 29, 2016, 07:05 PM IST","Bose Institute to focus on quantum technology, synthetic biology in centenary year",,Science,"Kolkata, Nov 29 (IANS) To mark its centenary, India's prestigious Bose Institute will bolster research in emerging areas of synthetic biology to redesign living systems and launch a novel programme in complex systems leading to quantum internets."
425,"Last Updated: Nov 29, 2016, 07:05 PM IST",FAIR to start first experiments in 2022: Official,,Science,"Kolkata, Nov 29 (IANS) Delayed by three years as a fallout of the Fukushima nuclear disaster, the international Facility for Antiproton and Ion Research (FAIR), of which India is a part, will commence its first experiments in 2022, an official of its advisory board said here on Tuesday."
426,"Last Updated: Nov 29, 2016, 07:08 PM IST",UN Secretary General Ban ki-Moon expresses concern over Gaza crisis,PTI,International,The UN chief regretted that conflict in other parts of the world was also diverting the attention of international community from the Israel-Palestine issue.
427,"Last Updated: Nov 29, 2016, 07:10 PM IST",Women activists enter Haji Ali dargah,PTI,Politics,"""Around 400 women from BMMA today went to the dargah. We also offered a 'chaadar' (shawl) there and paid our respects to the saint,"" Zakia Soman, co-founder of BMMA, said."
428,"Last Updated: Nov 29, 2016, 07:13 PM IST",Indian Ocean should be for peace and not competition: Tommy Koh,PTI,Defence,"""We should act in accordance with the principles of the United Nations Charter. The sea should be used for peaceful purposes,"" said Tommy Koh."
429,"Last Updated: Nov 29, 2016, 07:16 PM IST",Not averse of shifting Shahabuddin to Tihar jail: Bihar government to SC,PTI,Politics,The government told the bench comprising justices Dipak Misra and Amitava Roy that Shahabuddin has been facing trial in 45 cases including one in Jharkhand.
430,"Last Updated: Nov 29, 2016, 07:22 PM IST",Many Indian Americans in running for place in Trump government: Member of Republican National Committee,PTI,NRIs in News,"Chandigarh-born Dhillon, who opened the second night of the Republican Convention in Cleveland in July by delivering a Sikh prayer, said unlike the Democrats, the Republican party recognises people based on merit and not ethnicity."
431,"Last Updated: Nov 29, 2016, 07:17 PM IST",SC questions criteria to select Aligarh Muslim University VC,PTI,Politics,The bench took strong note of the submisison of senior advocate Raju Ramachandran that an eminent person can be shortlisted and appointed as the VC.
432,"Last Updated: Nov 29, 2016, 07:18 PM IST",AIE Board grants approval to codeshare pact with Air India,PTI,Transportation,"The AIE board, which met today, permitted the airline to launch air services to Iranian capital Tehran from early next fiscal."
433,"Last Updated: Nov 29, 2016, 07:20 PM IST",Mamata Banerjee questions PM Narendra Modi over BJP members submitting a/c details,,Politics,"The PM has asked the BJP MPs and MLAs to submit their bank account transaction details between Nov 8 and Dec 31 to party chief Amit Shah on January 1, 2017."
434,"Last Updated: Nov 29, 2016, 07:30 PM IST",Quess buys out Manipal’s facility management & catering business,ET Bureau,Services,Quess will invest Rs 220 crore in Manipal Integrated Services (MIS) to develop its facility management and catering business.
435,"Last Updated: Nov 29, 2016, 07:58 PM IST",Tata Power reports Q2 profit of Rs 336.2 crore as against Rs 95.9 crore loss YoY,ETMarkets.com,Stocks,"Consolidated forex loss stood at Rs 68.5 crore. Meanwhile, consolidated Ebitda was Rs 1,462 crore in the second quarter as against Rs 2,008 crore in the year ago period."
436,"Last Updated: Nov 29, 2016, 07:24 PM IST",Soccer-Palace striker Wickham faces long spell out,,Sports,SOCCER-ENGLAND-CRY/WICKHAM:Soccer-Palace striker Wickham faces long spell out
437,"Last Updated: Nov 29, 2016, 07:24 PM IST",RPT-Motor racing-Mercedes chief Wolff still pondering Hamilton tactics,,Sports,MOTOR-F1-MALAYSIA/MERCEDES (REPEAT):RPT-Motor racing-Mercedes chief Wolff still pondering Hamilton tactics
438,"Last Updated: Nov 29, 2016, 07:30 PM IST",Dutch banks can withstand higher capital requirements: Central bank,,International,Dutch lenders performed relatively well in European stress tests last summer aimed at calculating their resilience to a severe theoretical economic and financial shock.
439,"Last Updated: Nov 29, 2016, 07:29 PM IST","Cricket-India don't need turning wickets, says captain Kohli",,Sports,"CRICKET-INDIA/KOHLI (PIX):Cricket-India don't need turning wickets, says captain Kohli"
440,"Last Updated: Nov 29, 2016, 07:31 PM IST",3.26cr farmers enroll for crop insurance in 2016 kharif season,,Economy,"""During kharif 2016 about 326 lakh farmers have been insured covering an area of 380 lakh hectare for sum insured of Rs 1,37,535 crore as compared to 309 lakh farmers during kharif 2015 season,"" said Singh."
441,"Last Updated: Nov 29, 2016, 07:36 PM IST",Opposition 'in a state of shock' over demonetisation: Rajiv Pratap Rudy,PTI,Politics,"Rajiv Pratap Rudy claimed that the people in Uttar Pradesh were fed up with ""misrule"" of SP and BSP governments and ""this time they would vote and support BJP."""
442,"Last Updated: Nov 29, 2016, 07:38 PM IST","Provide bank details of BJP, MPs on bank transactions before Nov 8: Congress",PTI,Politics,"The Congress' demand came after Modi, asked BJP MPs, Ministers and MLAs to submit their bank account statements between Nov 8 and Dec 31 to Amit Shah on Jan 1, 2017."
443,"Last Updated: Nov 29, 2016, 07:34 PM IST",Soccer-Real Madrid's Casemiro returns ahead of Clasico,,Sports,SOCCER-SPA-REA/ZIDANE:Soccer-Real Madrid's Casemiro returns ahead of Clasico
444,"Last Updated: Nov 29, 2016, 07:34 PM IST",Palace striker Wickham faces long spell out,,Sports,SOCCER-ENGLAND-CRY-WICKHAM:Palace striker Wickham faces long spell out
445,"Last Updated: Nov 29, 2016, 07:39 PM IST",ED opposes Chhagan Bhujbal's petition challenging arrest in PMLA case,PTI,Politics,The high court would review its order about treatment in Bombay Hospital next week after considering Bhujbal's health condition.
446,"Last Updated: Nov 29, 2016, 07:39 PM IST","Not all well between Nitish Kumar, Lalu Yadav; Bihar government will not run long, says Ram Vilas Paswan",PTI,Politics,"Paswan, who thanked Kumar for welcoming the Centre's demonetisation, said that the government in Bihar was ""under pressure""."
447,"Last Updated: Nov 29, 2016, 07:41 PM IST",Delhi Metro wraps up tunneling works of Phase-III,PTI,Transportation,"The total underground corridor length, including the stations, will be about 54 kms in Phase III, as against 35 kms in phase II and 13 kms in Phase I."
448,"Last Updated: Nov 29, 2016, 07:39 PM IST","Reuters Sports Schedule at 1400 GMT on Tuesday, Nov 29",,Sports,"SPORTS-NEWS-SCHEDULE AT 1400 GMT/:Reuters Sports Schedule at 1400 GMT on Tuesday, Nov 29"
449,"Last Updated: Nov 29, 2016, 07:39 PM IST",Real Madrid's Casemiro returns ahead of Clasico,,Sports,SOCCER-SPA-REA-ZIDANE:Real Madrid's Casemiro returns ahead of Clasico
450,"Last Updated: Nov 29, 2016, 07:47 PM IST",Amarinder Singh launches Punjab Congress' flagship poll campaign,PTI,Politics,"Under the mass registration, applicants will be provided a unique ID through the ""Berozgari Bhatta Card"", which can be activated by dialing a number."
451,"Last Updated: Nov 29, 2016, 07:44 PM IST",RSP MP N K Premchandran gives notice for Privilege Motion against Revenue Secretary Hasmukh Adhia,PTI,Politics,The MP from Kerala has given notice for Breach of Privilege under Rule 222 of Rules of Procedure and Conduct of Business. The notice is under consideration of Speaker.
452,"Last Updated: Nov 29, 2016, 07:44 PM IST",Donald Trump nominates Indian woman to top administration post,PTI,NRIs in News,"""I am pleased to nominate (Dr) Seema Verma to serve as Administrator of the Centers for Medicare and Medicaid Services,"" Trump said in a statement."
453,"Last Updated: Nov 29, 2016, 07:44 PM IST","Motor racing-""Unwell"" Hamilton pulls out of tyre test",,Sports,"MOTOR-F1-HAMILTON/:Motor racing-""Unwell"" Hamilton pulls out of tyre test"
454,"Last Updated: Nov 29, 2016, 07:44 PM IST",'Unwell' Lewis Hamilton pulls out of tyre test,,Sports,MOTOR-F1-HAMILTON-TYRE-TEST:'Unwell' Lewis Hamilton pulls out of tyre test
455,"Last Updated: Nov 29, 2016, 07:50 PM IST",Padmanabha Swamy temple relaxes dress code for women,PTI,Politics,"Earlier, women devotees had to wear a 'mundu' (dhoti) over their waist if they were attired in salwars and churidars before entering the famous shrine."
456,"Last Updated: Nov 29, 2016, 07:53 PM IST",Fall in steel demand is a temporary phenomenon: Tata Steel,PTI,Ind'l Goods/Svs,"The industry expects that the steel demand will be 5-6 per cent higher, while production will be 8-10 per cent as imports have come down, Narendran said."
457,"Last Updated: Nov 29, 2016, 07:52 PM IST",Delhi government orders probe into 'Delhi Transport Corporation scam',PTI,Politics,Satyendar Jain said he wrote to Transport Commissioner to get the matter investigated by the Anti Corruption Branch (ACB) and suspend all DTC officials involved in the scam.
458,"Last Updated: Jul 12, 2018, 09:22 PM IST",Dealing with Pakistan sponsored terror to be focus of 'Heart of Asia' conclave,PTI,Defence,The leaders are also expected to discuss the need to speed up support to Afghanistan so that peace and stability returns to the war-ravaged country.
459,"Last Updated: Nov 30, 2016, 12:05 AM IST","I-T amendment act passed in Lok Sabha, govt now just a step away from taxing 50% of disclosed black money",ET Bureau,Politics,"The Taxation Laws (2nd Amendment) Bill, 2016 must now be approved by the Rajya Sabha within a span of 14 days. If not, it automatically becomes law."
460,"Last Updated: Nov 30, 2016, 12:05 AM IST","I-T Amendment Act passed in Lok Sabha, govt a step away from taxing 50% of disclosed black money",ET Bureau,Personal Finance News,"The Taxation Laws (2nd Amendment) Bill, 2016 must now be approved by the Rajya Sabha within a span of 14 days. If not, it automatically becomes law."
461,"Last Updated: Nov 29, 2016, 07:59 PM IST",Soccer-Giroud to miss Arsenal's League Cup quarter-final,,Sports,SOCCER-ENGLAND-ARS/GIROUD:Soccer-Giroud to miss Arsenal's League Cup quarter-final
462,"Last Updated: Nov 29, 2016, 08:03 PM IST",Ban on stubble burning not fully implemented: Government,PTI,Politics,"While meetings of Environment Minister Dave with state environment ministers were held on many occasions, four secretary-level meetings have also been organised."
463,"Last Updated: Nov 29, 2016, 08:48 PM IST",Government keen on proper discussion on GST Bills in Parliament,PTI,Economy,"Explaining the urgency to pass the Income Tax Second Amendment Bill, the source said the purpose of it was to ensure the black money money enters the system."
464,"Last Updated: Nov 29, 2016, 08:12 PM IST",Niti Aayog panel discusses digital payments with district collectors,PTI,Economy,The committee will also identify infrastructural bottlenecks affecting the access and utility of digital payment options.
465,"Last Updated: Nov 29, 2016, 08:04 PM IST",Giroud to miss Arsenal's League Cup quarter-final,,Sports,SOCCER-ENGLAND-ARS-GIROUD:Giroud to miss Arsenal's League Cup quarter-final
466,"Last Updated: Nov 29, 2016, 08:08 PM IST","Two terror incidents in Jammu; 7 armymen, 6 terrorists killed",PTI,Defence,"In one incident, a group of heavily-armed terrorists in police uniform stormed an army unit in Nagrota, about three kms from the Corps headquarters"
467,"Last Updated: Nov 29, 2016, 08:15 PM IST","Sheena murder: Indrani schemer and manipulator, says secret witness",PTI,Politics,"Kohli stated that before Indrani's marriage with Peter, she had received a message from her saying that the latter had settled everything with Khanna."
468,"Last Updated: Nov 29, 2016, 08:16 PM IST",BJP takes dig at Navjot Kaur for joining Congress,PTI,Politics,"""Politics does make strange bedfellows. It is the same Navjot Kaur Sidhu who used to deride Amarinder Singh and slam his lifestyle as socially unacceptable and now she has shown no qualms in joining his party,"" Punjab BJP secretary Vineet Joshi said."
469,"Last Updated: Nov 29, 2016, 08:20 PM IST",FM Arun Jaitley asks IFS officers to tap strength of Indian diaspora,PTI,Economy,The International Monetary Fund (IMF) has projected a robust 7.6 per cent growth for India in 2016 and 2017.
470,"Last Updated: Nov 29, 2016, 08:19 PM IST",Soccer-Bulgarian championship results and standings,,Sports,SOCCER-BULGARIA/RESULTS:Soccer-Bulgarian championship results and standings
471,"Last Updated: Nov 29, 2016, 08:23 PM IST",BJP launches drive to raise awareness on cashless transactions,PTI,Politics,Delhi BJP president Satish Upadhyay and other party leaders participated in similar programmes held with traders communities in Karol Bagh and Pandav Nagar areas.
472,"Last Updated: Nov 29, 2016, 08:27 PM IST",Finance Ministry invites suggestions for Budget 2017-18,PTI,Economy,"To promote Jan Bhagidari, citizens from all walks of life are welcome to be a part of the budget making process, said a post on myGov portal."
473,"Last Updated: Nov 29, 2016, 08:34 PM IST",Soccer-West Ham fear Sakho faces another lengthy layoff,,Sports,SOCCER-ENGLAND/CUP-WHU-SAKHO:Soccer-West Ham fear Sakho faces another lengthy layoff
474,"Last Updated: Nov 29, 2016, 08:41 PM IST",MM Kutty returns to Delhi from Centre; likely to be Delhi Chief Secretary,PTI,Politics,"The competent authority has approved premature repatriation of 1985 batch IAS officer Kutty to his cadre, an order issued by the Department of Personnel and Training said."
475,"Last Updated: Nov 29, 2016, 08:39 PM IST",Cup dream turns to nightmare for Brazil's Chapecoense,,Sports,COLOMBIA-CRASH-CHAPECOENSE:Cup dream turns to nightmare for Brazil's Chapecoense
476,"Last Updated: Nov 29, 2016, 09:02 PM IST",'Few top corporates unlikely to get higher return on capital',PTI,Company,Such corporates witnessed a decline in the proportion of their fixed assets to total assets to 52% in the financial year 2015-16 from 71% in fiscal 2010-11.
477,"Last Updated: Nov 29, 2016, 08:54 PM IST",Motor racing-Monza finally signs new three-year contract,,Sports,MOTOR-F1-MONZA/:Motor racing-Monza finally signs new three-year contract
478,"Last Updated: Nov 29, 2016, 09:09 PM IST",8900 cases under SC/ST act found false in 2016: Government,PTI,Politics,"In 2014, total number of cases stood at 9,704 with Rajasthan reporting the highest number at 5,018 under the category of ""false/mistake of fact or law""."
479,"Last Updated: Nov 29, 2016, 09:06 PM IST",'Black day' in Lok Sabha: Opposition; Government says tax measure can't wait,PTI,Politics,"The government, blamed the opposition for not participating in the debate and said it was ""tragic"" that the Bill had to be passed in the din."
480,"Last Updated: Nov 29, 2016, 09:12 PM IST",CBI registers case against Personal Secretary of ex-Ministers,PTI,Politics,"After receiving the money, PS, Pandey allegedly kept assuring the candidates that they would get appointment letters but no such letter was ever issued."
481,"Last Updated: Nov 29, 2016, 09:08 PM IST",Differences in Parliamentary panel over punishing Bhagwant Mann,PTI,Politics,"The committee, headed by BJP's Kirit Somaiya, met today to finalise a draft report after Mann tendered an unconditional apology and withdrew his remarks."
482,"Last Updated: Nov 29, 2016, 09:13 PM IST","JNU warns against protests, students on indefinite sit-in",PTI,Politics,The university on November 3 and yesterday wrote to JNUSU President Mohit Pandey to not hold any meetings/ demonstrations near the administrative block or face action.
483,"Last Updated: Nov 29, 2016, 09:13 PM IST","Demonetisation bitter pill, will have healthy impact on economy: Baba Ramdev",PTI,Politics,"""Demonetisation is posing some problems to commoners. It is an issue which will wither in a few more days. It is like a bitter pill for the Indian economy but it is going to have a good impact,"" he said."
484,"Last Updated: Nov 29, 2016, 09:17 PM IST",Government to hold auction to identify buyers for 3 SAIL units,PTI,Ind'l Goods/Svs,"SAIL, the state-owned steel giant, today said the government has in-principle approved strategic disinvestment of Bhadrawati, Salem and Durgapur."
485,"Last Updated: Nov 29, 2016, 09:14 PM IST",UPDATE 1-Soccer world sends condolences to Brazil's Chapecoense after air crash,,Sports,COLOMBIA-CRASH/SOCCER-REACTION (UPDATE 1):UPDATE 1-Soccer world sends condolences to Brazil's Chapecoense after air crash
486,"Last Updated: Nov 29, 2016, 09:14 PM IST",West Ham fear Sakho faces another lengthy layoff,,Sports,SOCCER-ENGLAND-CUP-WHU-SAKHO:West Ham fear Sakho faces another lengthy layoff
487,"Last Updated: Nov 29, 2016, 09:15 PM IST",Credit growth hits double digit at 12% in September quarter,PTI,Economy,Term deposits constituted the highest share (63.6 per cent) in aggregate deposits followed by savings (28.1 per cent) and current deposits (8.3 per cent).
488,"Last Updated: Nov 29, 2016, 09:24 PM IST",Shiv Sena won in local polls though I didn't campaign: Uddhav Thackeray,PTI,Politics,"The Sena chief said the BJP had done ""exceptionally well"" in the Vidarbha region whereas, the Sena's performance needed to be improved."
489,"Last Updated: Nov 29, 2016, 09:18 PM IST",Banks may not cut rate as RBI tightens liquidity through CRR,PTI,Economy,"According to a top finance ministry official, interest rate cannot be allowed to fall below a level that would lead to flight of capital."
490,"Last Updated: Nov 29, 2016, 09:19 PM IST",UK asks sporting bodies to do more to protect children from abuse,,Sports,BRITAIN-ABUSE/SOCCER:UK asks sporting bodies to do more to protect children from abuse
491,"Last Updated: Nov 29, 2016, 09:20 PM IST",These charts show how India has become Modi-fied,Bloomberg,Politics,"At the halfway point of his five-year tenure, there are enough indications that the PM has Modi-fied one of the world's fastest-growing large economies."
492,"Last Updated: Nov 29, 2016, 09:29 PM IST",RIL's Vimal gets US patent for technology to fight sweat odour,PTI,Cons. Products,"DEO2 helps fabric resist micro-organisms from settling in, offering freedom from perspiration odour and had been awarded patent by the Indian government in July 2015."
493,"Last Updated: Nov 29, 2016, 09:28 PM IST","Insurers can't accept defunct Rs 500/1,000 note towards premium",PTI,Economy,"A news item has been brought to Irdai's notice, which says that the Authority has instructed insurers to accept old notes for premium."
494,"Last Updated: Nov 29, 2016, 09:33 PM IST","Writing's on wall for Opposition, should allow Parliament to run: Ananth Kumar",PTI,Politics,"The results of the local body polls in Gujarat and Maharashtra ""clearly show the writing is on the wall. The message is loud and clear that public approves of the Modi government's policies and rejects the Opposition's tactics and stand on this issue,"" Ananth Kumar said."
495,"Last Updated: Nov 29, 2016, 09:42 PM IST",Make public all financial & land dealings of BJP & RSS in last 6 months: Congress to Modi,PTI,Politics,The Congress media in-charge alleged that this is being done by Modi to divert the attention of public so that they do not ask details of accounts
496,"Last Updated: Nov 29, 2016, 09:48 PM IST",Jet Airways' codeshare pax volume jumps 80 per cent this year,PTI,Transportation,"Jet's traffic grew to 4.7 mn in Jan-Sep 2016 from 4.2 mn in 2015, a growth of 11.8%, Jet-Etihad combine saw volumes jump 17.8% to 7 mn from 6 n in same period."
497,"Last Updated: Nov 29, 2016, 09:57 PM IST",Least bothered about Donald Trump's intentions: Karnataka IT Minister Priyank Kharge,PTI,Politics,"""Moreover, it is very difficult to decipher Trump's economic moves because the call is not taken by the government but the private sector in the US,"" he said."
498,"Last Updated: Nov 29, 2016, 09:58 PM IST","Minerals remain Odisha’s USP, but there is need to broad-base development: Sanjeev Chopra",ET Bureau,Interviews,"Odisha has the lowest wage rate, power rate, and cost of living in all of the east and is among the most competitive places to do business in, in the country."
499,"Last Updated: Nov 29, 2016, 09:57 PM IST","Congress terms passage of tax bill without any discussion as ""undemocratic""",PTI,Politics,The Congress said that it will discuss the issue with all opposition parties and address the issue collectively and appropriately.
500,"Last Updated: Nov 29, 2016, 10:02 PM IST",India loses $58 billion annually due to road accidents: UN study,PTI,Politics,"""Indian economy takes a 3 per cent hit every year due to road traffic accidents, which is over $58,000 million in terms of value,"" the study said."
501,"Last Updated: Nov 29, 2016, 10:02 PM IST","Maharashtra: BJP wins 51 municipal chief's posts, Sena 25",PTI,Politics,"Maharashtra CM Devendra Fadnavis has termed the BJP's victory in the municipal council polls in the state as not just a wave but a ""tsunami""."
502,"Last Updated: Nov 29, 2016, 10:13 PM IST",Indofash raised Rs 1 crore in Angel funding,ET Bureau,Startups,"Mohadikar, an ex-IIM-Lucknow & ex-Glodman Sachs, has her roots in a weaver family which helped her to understand the lacuna existing in current ethic market."
503,"Last Updated: Nov 29, 2016, 09:59 PM IST",REFILE-UPDATE 1-Soccer world sends condolences to Brazil's Chapecoense after air crash,,Sports,"COLOMBIA-CRASH/SOCCER-REACTION (CORRECTED, UPDATE :REFILE-UPDATE 1-Soccer world sends condolences to Brazil's Chapecoense after air crash"
504,"Last Updated: Nov 29, 2016, 10:12 PM IST",35 mn online recharges done over last few days: Paytm,PTI,Money,Paytm claimed that over 70 per cent of online mobile and DTH recharges done in the country are now being conducted on its platform.
505,"Last Updated: Nov 29, 2016, 10:10 PM IST","Under fire from CJI over HC vacancies, government comes out with data",PTI,Politics,"The government also reminded that out of 430 vacancies in the high courts, no recommendation has been received for 279 posts from any of the 24 high courts."
506,"Last Updated: Nov 29, 2016, 10:17 PM IST",Jet Airways to expand through five hubs,ET Bureau,Transportation,Codeshare traffic for Jet more than trebled to 2.1 million in two years to FY16 and interline traffic grew 121% in the same period.
507,"Last Updated: Nov 29, 2016, 10:15 PM IST",These are the only 4 tax options if you hold black money,ET Online,Tax,This analysis will help you understand under which option immunity from other laws would be available and where it would not be.
508,"Last Updated: Nov 29, 2016, 10:28 PM IST",Khazanah Nasional Berhad arm to sell stake in IDFC Bank,ET Bureau,Banking/Finance,Malaysian sovereign wealth arm has bought 8.97% stake in IDFC in March 2007 through a similar block deal incidentally also brokered by UBS on behalf of Swiss Finance Corporation.
509,"Last Updated: Nov 29, 2016, 10:27 PM IST",'Improved legal standards needed to deal with trade disputes',PTI,Economy,Senior diplomat also talked about various steps like lowering cost of credit and helping businesses to restructure and recover in boosting trade globally.
510,"Last Updated: Nov 29, 2016, 10:19 PM IST",INTERVIEW-Motor racing-Stroll can handle F1 pressure - Villeneuve,,Sports,MOTOR-F1-STROLL/VILLENEUVE (INTERVIEW):INTERVIEW-Motor racing-Stroll can handle F1 pressure - Villeneuve
511,"Last Updated: Nov 29, 2016, 10:31 PM IST",Special court delivers first conviction order in ponzi scam,PTI,Politics,"Convicting Panda under sections 406, 420, 468 and 471 of IPC, the special court also awarded the convict to undergo RI."
512,"Last Updated: Nov 29, 2016, 10:37 PM IST","Badal, Amarinder are two sides of the same coin: Arvind Kejriwal",PTI,Politics,"""I have learnt many hoardings (of Amarinder), which have been put up across Punjab have actually been funded by Badals,"" Kejriwal said."
513,"Last Updated: Jul 13, 2018, 11:10 PM IST",Manohar Parrikar briefs PM Narendra Modi on Nagrota army camp attack,PTI,Defence,The Ministry is also likely to seek a formal report from the army about the assault which came just two months after the deadly Uri terror strike.
514,"Last Updated: Nov 29, 2016, 10:42 PM IST",Shiv Sena uses Manohar Parrikar's 'gouging out eyes' remarks to target PM Narendra Modi,PTI,Politics,"Sena said that Pathankot terror attacks, infiltration bids from Pakistan border, Uri attacks in which 20 armymen were killed have all taken place when Parrikar helmed the Defence ministry."
